question_id,quiz_id,question_title,question_description,question_type,question_mark,question_settings,question_order
223,8099,"3. 1 Megabyte สามารถสร้างไบต์ในรูปของทศนิยมได้เท่าไหร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
224,8099,"4. ข้อใดคือความหมายของ POP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
226,8099,"5. ข้อใดคือความหมายของ FTP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
227,8099,"6. ข้อใดคือความหมายของ Cybercrime",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
228,8099,"7. ข้อใดคือความหมายของ HTML",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
229,8099,"8. ข้อใดคือความหมายของ Python",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
230,8099,"9. การเขียนโปรแกรมไพทอนจะใช้เครื่องมือช่วยในการพัฒนาโปรแกรมที่เรียกว่า อะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
231,8099,"10. ข้อใดคือความหมายของ MAC",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",11
232,8099,"คำจำกัดความของเทคโนโลยีที่สำคัญ จงให้นิยามของคำต่อไปนี้","1.Pixel

2.Pop-up blocker

3.Protocol

4.Proxy

5.Sever

6.Software

7.TrueType

8.UNIX

9.Virtualization

10.VPN

11.WLAN

12.Zip",open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",12
233,8102,"1. 1 บิต (bit) มีกี่ไบต์ หรือกี่ Char",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
234,8102,"2. ข้อใดไม่ใช่โครงสร้างข้อมูล",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
235,8102,"4. array ข้อใดไม่นิยมใช้",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
236,8102,"3. ข้อใดไม่ใช่โครงสร้างที่ใช้ทั่วๆ ไป ในการจัดเก็บข้อมูล",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
237,8102,"5. ในรูปนี้ คือ array กี่มิติ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
238,8102,"6. ข้อใดคือ ข้อมูลแบบคิว",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
239,8102,"7. ข้อใดคือข้อมูลแบบสแต็ก",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
240,8102,"8. ข้อใดคือข้อมูลแบบลิงค์ลิส",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
241,8102,"9. ข้อใดคือข้อมูลแบบอาเรย์",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
242,8102,"10. ในรูปนี้ คือ array กี่มิติ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
243,8108,"1. ข้อใดคือความหมายของระบบบัส",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
244,8108,"2. ข้อใดคือความหมายของ Local Bus",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
245,8108,"3. ข้อใดคือสถาปัตยกรรมระบบบัส",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
246,8108,"4. ข้อใดคือเทคนิคการฟอร์แมตรูปแบบ Multiple Zone Recording",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
247,8108,"5. ข้อใดคือความหมายของ เซกเตอร์",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
248,8108,"6. ข้อใดคือความหมายของ Battery Backup",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
249,8108,"7. โครงสร้างการทำงานของชิพเซ็ตปัจจุบันมีรูปแบบการทำงานเป็นหลักใหญ่อยู่กี่แบบ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
250,8108,"8. ข้อใดคือการติดต่อระหว่างซีพียูกับอุปกรณ์ไอโอ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
251,8108,"9. ข้อใดคือความหมายของ Data Bus",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
252,8108,"10. ในการติดต่อระหว่างซีพียูกับอุปกรณ์ไอโอนั้นมีกี่วิธี",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
254,8119,"ข้อ 1 อะไรคือ การย่อยปัญหา ? (1 คะแนน)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
255,8119,"ข้อ 2 ข้อใดต่อไปนี้อาจเป็นวิธีการย่อยส่วนประกอบ? จงเลือกทั้งหมดที่ใช้ (ตอบได้หลายข้อ และ 1 คะแนน)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
256,8119,"ข้อ 3 คุณถูกขอให้จัดระเบียบการขับรถแจกจ่ายสินค้ากระป๋องในพื้นที่ที่ต้องการ และให้กับผู้ที่ต้องการความช่วยเหลือ ข้อใดต่อไปนี้เป็นตัวอย่างของปัญหาที่สามารถย่อยได้ ? จงเลือกทั้งหมดที่ใช้. (ตอบได้หลายข้อ และ 1 คะแนน)",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
258,8122,"ข้อความต่อไปนี้รวบรวมคำจำกัดความของการจดจำรูปแบบจริง หรือไม่ : การจดจำรูปแบบเป็นกระบวนการที่เราค้นหาขั้นตอนการซ้ำภายในปัญหา",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
259,8122,"ข้อใดต่อไปนี้เป็นตัวอย่างของการจดจำรูปแบบ ? เลือกทั้งหมดที่ใช้",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
260,8122,"สมมติว่าคุณได้รับรายชื่อตัวละครดังต่อไปนี้ : a, a, b, b, b, c, a, a ข้อใดต่อไปนี้เป็นรูปแบบการบีบอัดที่ดีที่สุดในรายการนี้",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
261,8125,"ข้อ 1 ข้อใดต่อไปนี้เป็นแง่มุมของการแสดงข้อมูลด้านนามธรรม? (ตอบได้หลายข้อ และ 1 คะแนน)",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
262,8125,"ข้อ 2 คุณเป็นเจ้าของสุนัข และต้องการสร้างแอปพลิเคชันเพื่อติดตามสุนัขที่คุณ เพื่อดูการอยู่ กิน และนอน ข้อใดต่อไปนี้เป็นที่ดีที่สุดในการรวบรวมข้อมูลที่คุณอาจต้องการนำเสนอ (1 คะแนน)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
264,8125,"ข้อ 3 ข้อมูลที่เรากล่าวถึงในบริบทของตัวอย่างการปลูกพืชคลุมดิน รวมถึงชื่อ และวิดีโอสแควร์ ของแต่ละดอกไม้ ในรูปแบบของสวน และการมองเห็น สมมติว่าเป้าหมายของคุณในการเลือกลำดับการคลุมด้วยหญ้า คือ การลดขนาดของต้นไม้ โดยวัสดุคลุมดินให้เร็ว ที่สุดเท่าที่จะเป็นไปได้ ข้อใดต่อไปนี้ที่ดีที่สุดในการรวบรวมข้อมูลที่จำเป็น ในการทำเช่นนี้ ? คุณควรสมมติว่าเวลาที่จะเดินไปมาระหว่างวัสดุคลุมด้วยหญ้า และดอกไม้นั้นเล็กน้อย เมื่อเทียบกับเวลาที่ใช้ในการคลุมด้วยหญ้า (1 คะแนน)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
265,8125,"ข้อ 4 ข้อใดต่อไปนี้เป็นเหตุผลที่ดีในการสรุปข้อมูลที่ไม่จำเป็นออกไป (ตอบได้หลายข้อ และ 1 คะแนน)",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
266,8128,"ข้อ 1 ข้อใดต่อไปนี้เป็นองค์ประกอบสำคัญของอัลกอริทึม (ตอบได้หลายข้อ)",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
267,8128,"ข้อ 2 คุณมีรายการของของชำ และต้องการใช้เวลาให้น้อยที่สุดในการเก็บของให้หมด คำอธิบายใดต่อไปนี้เป็นอัลกอริทึมที่ดีที่สุดสำหรับการทำสิ่งนี้ (ตอบได้หลายข้อ)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
268,8128,"ข้อ 3 ในแต่ละคืนคุณจะแปรงฟัน และใส่ชุดนอนก่อนนอน และถึงจะเข้านอน เพื่อให้สิ่งที่น่าสนใจ ในบางครั้งคุณแปรงฟันของคุณก่อนที่จะใส่ชุดนอนของคุณ ในขณะที่เวลาอื่น ๆ คุณใส่ชุดนอนของคุณ ก่อนที่จะแปรงฟันของคุณ ผังงานใดต่อไปนี้ที่ดีที่สุดโดยแสดงถึงอัลกอริธึม โดยทราบว่าในผังงาน C และ D มีสองขอบออกมาจากคำสั่งเริ่มต้น ซึ่งหมายความว่า คำแนะนำในตอนท้ายของขอบเขต อาจเกิดขึ้นพร้อมกัน หรือเกิดขึ้นในลำดับใด ๆ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
269,8128,"ข้อ 4. ข้อความใดต่อไปนี้ถูกต้องเกี่ยวกับผังงาน (ตอบได้หลายข้อ)",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
270,8135,"1) “อาทิตย์” เป็นชายวัยทำงานที่ขยันขันแข็ง และพยายามทำทุกอย่างเพื่อเป็น พลเมืองดีต่อสังคม แต่วันนี้อาทิตย์ประสบปัญหา โดยรถยนต์ของอาทิตย์ไม่สามารถ เคลื่อนที่ได้เนื่องจากเกิด 2 ปัญหา คือ - รถยนต์ยางแบน - รถยนต์วิ่งได้ช้าเพราะน้ำมันใกล้หมด เมื่ออาทิตย์ต้องการใช้หลักการความคิดเชิงคำนวณแก้ไขปัญหาที่เกิดขึ้น อาทิตย์จะสามารถแก้ไขปัญหาได้อย่างไร",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
271,8135,"2) ในชั้นเรียนวิชาแอนิเมชั่น ก้องภพได้สร้างภาพเคลื่อนไหว หรือแอนิเมชั่น โดยการวาดภาพมาเรียงต่อกัน จำนวน 5 ภาพ และเพื่อให้ภาพเคลื่อนไหวมีความต่อเนื่อง ภาพที่อยู่ติดกันจะมีความแตกต่างกันของส่วนประกอบใบหน้าเพียงหนึ่งอย่างเท่านั้น จงเรียงลำดับภาพที่ก้องภพสร้างขึ้นตาม พร้อมทั้งอธิบาย",,image_answering,1.00,"a:3:{s:13:"question_type";s:15:"image_answering";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
272,8135,"3) รถคันหนึ่งขับด้วยอัตโนมัติ มีปากทางเข้าอยู่ 5 จุด ดังรูป ระหว่างถนนหลักมีซอยเชื่อมต่อระหว่างถนนที่รถสามารถวิ่งผ่านได้ รถถูกโปรแกรมให้ขับ ตามกฏดังต่อไปนี้",,image_answering,1.00,"a:3:{s:13:"question_type";s:15:"image_answering";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
273,8135,"4) ดงพโย ซื้อลูกโป่งจากร้านหนึ่ง ลูกโป่งในร้านมีสีต่าง ๆ ที่แตกต่างกัน 3 สี แต่ละสีมีหมายเลขติดอยู่ คนขายกาหนดหลักเกณฑ์บางอย่างเพื่อจะบอกว่า สีใดจะเขียนตัวเลขอะไรได้บ้างที่อยู่ในช่วง 0-9 โดย ตัวอย่างแสดงต่อไปนี้","0 เขียว

1 เหลือง

2 แดง

3 เขียว

ถ้าจะซื้อลูกโป่งจากร้านดังกล่าว แล้วนามาเรียงกันจาก ซ้ายไปขวา เพื่อให้ตัวเลขบนลูกโป่งเรียงกัน เท่ากับ ทะเบียนรถของ ดงพโย คือ 9381 ลูกโป่งจะมีสีเรียงกัน เป็นอย่างไร

ตัวอย่างการตอบ: แดง แดง แดง แดง",ordering,1.00,"a:3:{s:13:"question_type";s:8:"ordering";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
274,8135,"5. จาก QD-Code ขนาด 4X4 ต่อไปนี้ ภาพใดเข้ารหัสค่าตัวเลขรวมที่มีค่ามากที่สุด","รหัส QR Code เป็นรหัสที่เป็นที่รู้จักและนิยมใช้อย่างมากในปัจจุบัน รหัสดังกล่าวอาศัยรูปแบบของ จุดดำ และจุดขาวในการเข้ารหัสข้อมูลที่สามารถอ่านได้ด้วยโปรแกรมหรือเครื่องอ่าน QR Code
อึนซัง ได้พัฒนารหัสของเขาขึ้นมาเอง เรียกว่า QD-Code โดยช่องในตารางที่เป็นสีดำจะแทนตัวเลขที่มี ค่าตามข้อกำหนดต่อไปนี้:

● ช่องล่างขวาสุดของตารางมีค่าเป็น 1 ช่องถัดไปทางซ้าย จะมีค่าเพิ่มขึ้นเป็น 2 เท่าของช่องก่อนหน้า นั้น

● เมื่อสุดแถวช่องถัดไปคือช่องขวาสุดของแถวถัดขึ้นไปหนึ่งแถว

● ค่าตัวเลขที่ QD-Code นั้น ๆ เข้ารหัสไว้ คือการนำค่าของแต่ละตำแหน่งที่เป็นสีดำมารวมกัน",image_answering,1.00,"a:3:{s:13:"question_type";s:15:"image_answering";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
275,9487,Test,,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
276,9487,"Question 276",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",2
277,9494,esereres,,true_false,1.00,"a:4:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
278,9494,"Question 278",,true_false,1.00,"a:2:{s:13:"question_type";s:10:"true_false";s:13:"question_mark";s:4:"1.00";}",2
280,9503,"1 + 1 = 2 ?",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
281,9513,"วันนี้วันพฤหัสฯ ใช้ไหม?",,true_false,1.00,"a:4:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
282,9513,"1 +1",,multiple_choice,1.00,"a:5:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
283,9518,ข้อใดไม่ใช่สถิติในการวัดแนวโน้มเข้าสู่ส่วนกลางของข้อมูล,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
284,9518,ข้อใดต่อไปนี้ผิด,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
285,9518,ข้อใดต่อไปนี้ไม่ใช่พารามิเตอร์,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
286,9518,ข้อใดต่อไปนี้ผิด,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
287,9518,ข้อใดต่อไปนี้ถูกต้อง,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
288,9561,"HTML ย่อมาจาก",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",1
289,9561,"ถ้าจะเพิ่มการขึ้นบรรทัดใหม่ใน HTML ต้องใช้ HTML Element ไหน",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
290,9561,"ถ้าต้องการเพิ่มพื้นหลังของ body ให้มีสีต้องเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
291,9561,"HTML Element ไหนที่บอกว่าข้อความดังกล่าวสำคัญ",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",4
292,9561,"ถ้าต้องการจะสร้าง Hyperlink ไปที่ google.com ต้องใช้",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",5
293,9518,"โรงงานผลิตหลอดไฟฟ้าแห่งหนึ่ง ผลิตหลอดไฟฟ้า ซึ่งอายุการใช้งานมีการแจกแจงปกติที่มีค่าเฉลี่ยเลขคณิต 800 ชั่วโมง และส่วนเบี่ยงเบนมาตรฐาน 40 ชั่วโมง จงหาความน่าจะเป็นที่ตัวอย่างสุ่มของหลอดไฟ 16 หลอด จะมีอายุเฉลี่ยมากกว่า 815 ชั่วโมง",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
294,9518,"จากการสำรวจปรากฏว่า นิสิตชายชั้นปีที่ 1 ของมหาวิทยาลัยแห่งหนึ่งมีส่วนสูงเฉลี่ย 68.5 นิ้ว และส่วนเบี่ยงเบนมาตรฐาน 2.7 นิ้ว ถ้าส่วนสูงของนิสิตมีการแจกแจงปกติ สุ่มตัวอย่างนิสิตกลุ่มนี้มา 100 คน ค่าส่วนเบี่ยงเบนมาตรฐานของค่าเฉลี่ยของตัวอย่างของ x̄ (x bar) จะมีค่าเป็นเท่าใด",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
295,9518,"\\overline{x}โรงงานผลิตหลอดไฟฟ้ากล่าวอ้างหลอดไฟที่ผลิต ได้จะใช้ได้นานโดยเฉลี่ย 10000 ชั่วโมง เพื่อรักษาค่าเฉลี่ยไว้ตามที่กล่าวอ้าง เขาจึงสุ่มตัวอย่างหลอดไฟออกมาทดสอบ จากตัวอย่างที่ 16 หลอด ได้ส่วนเบี่ยงเบนมาตรฐาน s = 400 ชั่วโมง กำหนด μ เป็น ค่าเฉลี่ยของอายุการใช้งานของหลอดไฟทั้งหมด และ x̄ ป็นค่าเฉลี่ยของอายุการใช้งานของหลอดไฟที่สุ่มได้ ข้อใดต่อไปนี้ถูกต้อง",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
296,9561,"สัญลักษณ์เป็นตัวบ่งบอกว่าเป็น Tag ปิด",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",6
297,9561,"ถ้าต้องการจะเพิ่ม Image ต้องเขียน HTML อย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",7
298,9561,"ถ้าต้องการจะเพิ่ม Background เป็นรูปภาพต้องเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",8
299,9561,"การเขียนคอมเม้นต์ใน HTML เริ่มด้วย",,true_false,1.00,"a:4:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",9
300,9561,"HTML attribute ไหนที่จะแสดงแทนรูปภาพเมื่อ รูปภาพนั้นไม่สามารถแสดงได้",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",10
301,9561,"ใน HTML onblur และ onclick คืออะไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",11
303,9561,"CSS ย่อมาจากอะไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",12
304,9561,"ใน HTML การอ้างอิง External style sheet เขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",13
305,9561,"ใน HTML การอ้างอิง external style sheet ต้องใส่ไว้ในส่วนไหน",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",14
306,9561,"HTML tag ใดที่ใช้สำหรับการกำหนด internal style sheet?",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",15
307,9561,"Attributes ใดที่ใช้ในการกำหนด inline styles",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",16
308,9503,"1 + 1 + 1",,multiple_choice,1.00,"a:5:{s:13:"question_type";s:15:"multiple_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
309,9561,"Syntax ข้อใดใน CSS ถูกต้อง",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",17
310,9561,"ถ้าต้องการเขียน Comment ในไฟล์ CSS จะต้องเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",18
311,9561,"Property ไหนใน CSS จะใช้สำหรับการกำหนดสีของพื้นหลัง",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",19
312,9561,"ถ้าต้องการเพิ่มพื้นหลังสีดำลงไปใน Background ของทุก ๆ &lt;h1> element",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",20
313,9561,"property ของ CSS อันไหนที่ใช้สำหรับกำหนดสีของข้อความ",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",21
314,9561,"ถ้าต้องการจะ select element ที่มี id เป็น \'simple\' ต้องเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",22
