attempt_id,course_id,quiz_id,user_id,total_questions,total_answered_questions,total_marks,earned_marks,attempt_info,attempt_status,attempt_ip,attempt_started_at,attempt_ended_at,is_manually_reviewed,manually_reviewed_at
236,9891,9893,566,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.123.196,"2020-05-08 07:01:36","2020-05-08 07:11:19",NULL,NULL
237,9891,9893,607,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.157.188,"2020-05-08 07:01:37","2020-05-08 07:14:36",NULL,NULL
238,9891,9893,584,10,10,10.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.47.234.246,"2020-05-08 07:01:41","2020-05-08 07:16:02",NULL,NULL
239,7313,9872,309,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.11.30.62,"2020-05-08 07:01:41","2020-05-08 07:04:56",NULL,NULL
240,9891,9893,579,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.179.157,"2020-05-08 07:01:45","2020-05-08 07:12:04",NULL,NULL
241,9891,9893,560,10,10,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.99.240,"2020-05-08 07:01:51","2020-05-08 07:14:52",NULL,NULL
242,9891,9893,604,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.110.176,"2020-05-08 07:01:52","2020-05-08 07:18:41",NULL,NULL
243,9891,9893,568,10,9,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,101.109.68.92,"2020-05-08 07:01:53","2020-05-08 07:07:30",NULL,NULL
244,9891,9893,573,10,9,10.00,7.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,110.171.113.174,"2020-05-08 07:01:55","2020-05-08 07:14:31",NULL,NULL
245,9891,9893,597,10,10,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.205.218,"2020-05-08 07:01:56","2020-05-08 07:15:26",NULL,NULL
246,9891,9893,567,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.226.90,"2020-05-08 07:01:56","2020-05-08 07:12:25",NULL,NULL
247,9891,9893,589,10,9,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.167.97,"2020-05-08 07:02:01","2020-05-08 07:08:32",NULL,NULL
248,9891,9893,585,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.152.225,"2020-05-08 07:02:05","2020-05-08 07:14:22",NULL,NULL
249,9891,9893,614,10,10,10.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,180.183.110.117,"2020-05-08 07:02:06","2020-05-08 07:19:11",NULL,NULL
250,9891,9893,598,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.93.183,"2020-05-08 07:02:07","2020-05-08 07:08:41",NULL,NULL
251,9891,9893,565,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.157.188,"2020-05-08 07:02:07","2020-05-08 07:18:00",NULL,NULL
252,7313,9890,187,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:1:"9";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.243.10,"2020-05-08 07:02:08","2020-05-08 07:04:21",NULL,NULL
253,9891,9893,594,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,101.51.190.9,"2020-05-08 07:02:13","2020-05-08 07:08:17",NULL,NULL
254,7313,9885,332,14,14,14.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.224.46,"2020-05-08 07:02:14","2020-05-08 07:14:34",NULL,NULL
255,9891,9893,393,10,10,10.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.230.8.29,"2020-05-08 07:02:17","2020-05-08 07:11:47",NULL,NULL
256,9891,9893,563,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.153.177,"2020-05-08 07:02:18","2020-05-08 07:10:47",NULL,NULL
257,9891,9893,590,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.61.163,"2020-05-08 07:02:20","2020-05-08 07:13:23",NULL,NULL
258,9891,9893,553,10,9,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.91.18.226,"2020-05-08 07:02:32","2020-05-08 07:18:13",NULL,NULL
259,9891,9893,552,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.52.45,"2020-05-08 07:02:34","2020-05-08 07:15:42",NULL,NULL
260,7313,9887,113,5,5,5.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.11.6.44,"2020-05-08 07:02:35","2020-05-08 07:04:08",NULL,NULL
261,9891,9893,534,10,10,10.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.99.240,"2020-05-08 07:02:36","2020-05-08 07:12:56",NULL,NULL
262,9891,9893,588,10,10,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.99.240,"2020-05-08 07:02:37","2020-05-08 07:13:22",NULL,NULL
263,9891,9893,562,10,10,10.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,115.87.216.149,"2020-05-08 07:02:43","2020-05-08 07:10:24",NULL,NULL
264,9891,9893,555,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.156.149,"2020-05-08 07:02:46","2020-05-08 07:13:36",NULL,NULL
265,9891,9893,576,10,10,10.00,7.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.230.11.136,"2020-05-08 07:03:13","2020-05-08 07:15:19",NULL,NULL
266,9891,9893,620,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.136.204,"2020-05-08 07:03:17","2020-05-08 07:15:27",NULL,NULL
267,7313,9887,278,5,5,5.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.215.80,"2020-05-08 07:03:38","2020-05-08 07:05:42",NULL,NULL
268,9891,9893,575,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.4.202,"2020-05-08 07:03:45","2020-05-08 07:16:57",NULL,NULL
269,9891,9893,581,10,10,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.171.190,"2020-05-08 07:03:47","2020-05-08 07:14:40",NULL,NULL
270,9891,9893,600,10,10,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,125.25.198.66,"2020-05-08 07:04:06","2020-05-08 07:17:53",NULL,NULL
271,9891,9893,578,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.6.170.51,"2020-05-08 07:04:10","2020-05-08 07:15:20",NULL,NULL
272,9891,9893,554,10,9,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,125.26.113.97,"2020-05-08 07:04:37","2020-05-08 07:15:00",NULL,NULL
273,9891,9893,571,10,10,10.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.232.144,"2020-05-08 07:04:41","2020-05-08 07:15:15",NULL,NULL
274,7313,9854,187,18,18,18.00,15.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:4:"6000";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.243.10,"2020-05-08 07:04:47","2020-05-08 07:18:03",NULL,NULL
275,9891,9893,595,10,10,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.94.12,"2020-05-08 07:05:12","2020-05-08 07:15:23",NULL,NULL
276,7313,9885,113,14,14,14.00,11.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.11.6.44,"2020-05-08 07:05:21","2020-05-08 07:22:45",NULL,NULL
277,7313,9872,33,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.250.41,"2020-05-08 07:06:39","2020-05-08 07:09:52",NULL,NULL
278,7313,9885,278,14,14,14.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.215.80,"2020-05-08 07:06:47","2020-05-08 07:13:11",NULL,NULL
279,9891,9893,556,10,10,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"15";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:900;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.52.78,"2020-05-08 07:06:51","2020-05-08 07:14:52",NULL,NULL
280,7313,9888,91,6,6,6.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.76.29.20,"2020-05-08 07:08:55","2020-05-08 07:12:59",NULL,NULL
281,7313,9888,207,6,6,6.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.206.138.60,"2020-05-08 07:09:38","2020-05-08 07:18:55",NULL,NULL
282,7313,9882,330,9,9,9.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"90";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.165.9,"2020-05-08 07:10:02","2020-05-08 07:12:54",NULL,NULL
283,7313,9887,33,5,5,5.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.250.41,"2020-05-08 07:11:28","2020-05-08 07:14:30",NULL,NULL
284,7313,9882,40,9,9,9.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"90";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,61.90.31.9,"2020-05-08 07:12:30","2020-05-08 07:15:08",NULL,NULL
285,7313,9872,330,5,5,5.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.165.9,"2020-05-08 07:13:10","2020-05-08 07:17:26",NULL,NULL
286,7313,9888,278,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.215.80,"2020-05-08 07:13:41","2020-05-08 07:16:29",NULL,NULL
